"Time","Cam Hue (N3 - NZ)","Cam Sat (N3 - NZ)","Cam Val (N3 - NZ)","Air Hum (N3 - NZ)","Air Temp (N3 - NZ)","Soil Hum (N3 - NZ)","Soil Temp (N3 - NZ)","Soil Nit (N3 - NZ)","Soil Pho (N3 - NZ)","Soil Pot (N3 - NZ)","Soil pH (N3 - NZ)","Soil EC (N3 - NZ)"
1720114200000,7,4,3,32.42,18.74,22.2,11,49,18.74,105,0.1,191
1720114800000,7,4,3,32.44,18.74,22.1,10.9,49,18.74,105,0.1,191
1720115400000,7,4,3,32.43,18.67,22.1,10.9,49,18.67,105,0.1,191
1720116000000,7,4,3,32.4,18.67,22.3,10.9,49,18.67,105,0.1,191
1720116600000,7,4,3,32.42,18.64,22.3,10.8,49,18.64,105,0.1,191
1720117200000,7,4,3,32.47,18.62,22.2,10.8,49,18.62,105,0.1,191
1720117800000,7,4,3,32.53,18.64,22.2,10.8,49,18.64,105,0.1,191
1720118400000,7,4,3,32.55,18.67,22.1,10.8,49,18.67,105,0.1,191
1720119000000,7,4,3,32.51,18.66,22.3,10.8,48,18.66,104,0.1,190
1720119600000,7,4,3,32.48,18.6,22.2,10.7,48,18.6,104,0.1,190
1720120200000,7,4,3,32.45,18.55,22.3,10.7,48,18.55,104,0.1,190
1720120800000,7,4,3,32.48,18.57,22.2,10.7,48,18.57,104,0.1,190
1720121400000,7,4,3,32.49,18.44,22.2,10.7,48,18.44,104,0.1,190
1720122000000,7,4,3,32.75,18.63,22.3,10.7,48,18.63,104,0.1,190
1720122600000,7,4,3,32.79,19.16,22.2,10.8,48,19.16,104,0.1,190
1720123200000,7,4,3,32.79,19.54,22.3,11,49,19.54,105,0.1,191
1720123800000,7,4,3,32.84,19.88,22,11.1,49,19.88,105,0.1,191
1720124400000,7,4,3,32.81,20.25,22.2,11.2,49,20.25,105,0.1,191
1720125000000,7,4,3,32.89,20.52,22.3,11.4,49,20.52,105,0.1,192
1720125600000,7,4,3,32.96,20.79,22.3,11.5,49,20.79,105,0.1,192
1720126200000,7,4,3,32.98,21.01,22.3,11.6,49,21.01,105,0.1,192
1720126800000,7,4,3,33.02,21.27,22.2,11.8,49,21.27,105,0.1,192
1720127400000,7,4,3,33.09,21.46,22.3,11.9,50,21.46,106,0.1,193
1720128000000,7,4,3,33.15,21.69,22.3,12.2,50,21.69,106,0.1,193
1720128600000,7,4,3,33.17,21.95,22.3,12.3,50,21.95,106,0.2,194
1720129200000,7,4,3,33.33,22.18,22.2,12.5,50,22.18,106,0.2,194
1720129800000,7,4,3,33.39,22.5,22.2,12.6,50,22.5,106,0.2,194
1720130400000,7,4,3,33.45,22.73,22.4,12.8,51,22.73,107,0.2,195
1720131000000,7,4,3,33.49,22.98,22.1,13,51,22.98,107,0.2,195
1720131600000,7,4,3,33.5,23.23,22.2,13.1,51,23.23,107,0.2,195
1720132200000,7,4,3,33.58,23.48,22.2,13.3,51,23.48,107,0.2,196
1720132800000,7,4,3,33.63,23.63,22.3,13.5,51,23.63,107,0.2,196
1720133400000,7,4,3,33.62,23.84,22.2,13.7,52,23.84,108,0.2,197
1720134000000,7,4,3,33.65,24.03,22.2,13.9,52,24.03,108,0.2,197
1720134600000,7,4,3,33.79,24.21,22.3,14,52,24.21,108,0.2,197
1720135200000,7,4,3,33.79,24.35,22,14.2,52,24.35,108,0.2,198
1720135800000,7,4,3,33.7,24.51,22.2,14.3,52,24.51,108,0.2,198
1720136400000,7,4,3,33.88,24.69,22,14.5,53,24.69,109,0.3,199
1720137000000,7,4,3,33.86,24.84,22.2,14.6,53,24.84,109,0.3,199
1720137600000,7,4,3,33.86,24.98,22.4,14.8,53,24.98,109,0.3,199
1720138200000,7,4,3,33.81,25.11,22.2,15,53,25.11,110,0.3,200
1720138800000,7,4,3,33.79,25.24,22.1,15.1,53,25.24,110,0.3,200
1720139400000,7,4,3,33.75,25.32,22.2,15.2,53,25.32,110,0.3,200
1720140000000,7,4,3,33.73,25.48,22.2,15.4,54,25.48,110,0.3,201
1720140600000,7,4,3,33.67,25.57,22.1,15.5,54,25.57,110,0.3,201
1720141200000,7,4,3,33.79,25.7,22.2,15.6,54,25.7,110,0.3,201
1720141800000,7,4,3,33.73,25.8,22.2,15.8,54,25.8,111,0.3,202
1720142400000,7,4,3,33.66,25.93,22.1,15.9,54,25.93,111,0.3,202
1720143000000,7,4,3,33.69,25.98,22,16,54,25.98,111,0.3,202
1720143600000,7,4,3,33.75,26.03,22.3,16.1,54,26.03,111,0.3,202
1720144200000,7,4,3,33.59,26.08,22.2,16.2,54,26.08,111,0.3,202
1720144800000,7,4,3,33.57,26.14,22.2,16.3,55,26.14,111,0.3,203
1720145400000,7,4,3,33.56,26.21,22.1,16.4,55,26.21,111,0.3,203
1720146000000,7,4,3,33.57,26.29,22.3,16.5,55,26.29,111,0.3,203
1720146600000,7,4,3,33.56,26.34,22.3,16.6,55,26.34,111,0.3,203
1720147200000,7,4,3,33.53,26.41,21.9,16.7,55,26.41,111,0.3,203
1720147800000,7,4,3,33.58,26.37,22.1,16.7,55,26.37,112,0.4,204
1720148400000,7,4,3,33.51,26.43,22.1,16.8,55,26.43,112,0.4,204
1720149000000,7,4,3,33.7,26.44,22.2,16.9,55,26.44,112,0.4,204
1720149600000,7,4,3,33.79,26.53,21.9,16.9,55,26.53,112,0.4,204
1720150200000,7,4,3,33.88,26.7,22.1,17.1,56,26.7,112,0.4,205
1720150800000,7,4,3,33.99,26.82,22.1,17.1,56,26.82,112,0.4,205
1720151400000,7,4,3,34.01,26.93,22.1,17.3,56,26.93,113,0.4,206
1720152000000,7,4,3,33.99,27.03,22.2,17.4,56,27.03,113,0.4,206
1720152600000,7,4,3,34.02,27.05,22.1,17.5,56,27.05,113,0.4,206
1720153200000,7,4,3,34.05,27.08,21.9,17.5,56,27.08,113,0.4,206
1720153800000,7,4,3,34.01,27.08,22.1,17.6,56,27.08,113,0.4,206
1720154400000,7,4,3,34.01,27.05,22.1,17.6,57,27.05,113,0.4,207
1720155000000,7,4,3,33.97,26.95,22.1,17.7,57,26.95,113,0.4,207
1720155600000,7,4,3,33.87,26.86,22.1,17.7,57,26.86,113,0.4,207
1720156200000,7,4,3,33.75,26.73,22.1,17.7,57,26.73,113,0.4,207
1720156800000,7,4,3,33.78,26.6,22.1,17.7,57,26.6,113,0.4,207
1720157400000,7,4,3,33.8,26.32,22.2,17.6,56,26.32,113,0.4,206
1720158000000,7,4,3,33.72,25.71,22.1,17.4,56,25.71,113,0.4,206
1720158600000,7,4,3,34.17,25.23,22.1,17.3,56,25.23,112,0.4,205
1720159200000,7,4,3,34.38,24.87,22.1,17.1,56,24.87,112,0.4,205
1720159800000,7,4,3,34.49,24.54,22,16.9,56,24.54,112,0.4,205
1720160400000,7,4,3,34.61,24.32,22.1,16.8,55,24.32,112,0.4,204
1720161000000,7,4,3,34.75,24.11,22.1,16.7,55,24.11,112,0.4,204
1720161600000,7,4,3,34.78,23.93,22.1,16.6,55,23.93,112,0.4,204
1720162200000,7,4,3,34.82,23.73,22,16.4,55,23.73,111,0.3,203
1720162800000,7,4,3,34.83,23.6,22.1,16.2,55,23.6,111,0.3,203
1720163400000,7,4,3,34.79,23.4,22.1,16.1,54,23.4,111,0.3,202
1720164000000,7,4,3,34.62,23.25,22.2,15.9,54,23.25,111,0.3,202
1720164600000,7,4,3,34.53,23.11,21.9,15.8,54,23.11,111,0.3,202
1720165200000,7,4,3,34.53,22.99,22.1,15.7,54,22.99,110,0.3,201
1720165800000,7,4,3,34.53,22.88,22.1,15.6,54,22.88,110,0.3,201
1720166400000,7,4,3,34.51,22.79,22.1,15.4,54,22.79,110,0.3,201
1720167000000,7,4,3,34.52,22.71,22,15.3,53,22.71,110,0.3,200
1720167600000,7,4,3,34.5,22.64,22.2,15.2,53,22.64,110,0.3,200
1720168200000,7,4,3,34.58,22.56,22.2,15.1,53,22.56,110,0.3,200
1720168800000,7,4,3,34.57,22.49,22,15.1,53,22.49,110,0.3,200
1720169400000,7,4,3,34.55,22.43,22.2,14.9,53,22.43,109,0.3,199
1720170000000,7,4,3,34.47,22.4,22.1,14.8,53,22.4,109,0.3,199
1720170600000,7,4,3,34.42,22.35,22,14.7,53,22.35,109,0.3,199
1720171200000,7,4,3,34.46,22.32,22.2,14.7,53,22.32,109,0.3,199
1720171800000,7,4,3,34.43,22.31,22.1,14.6,53,22.31,109,0.3,199
1720172400000,7,4,3,34.59,22.32,22.1,14.5,52,22.32,108,0.2,198
1720173000000,7,4,3,34.47,22.29,22.2,14.5,52,22.29,108,0.2,198
1720173600000,7,4,3,34.4,22.24,22,14.4,52,22.24,108,0.2,198
1720174200000,7,4,3,34.27,22.16,22,14.4,52,22.16,108,0.2,198
1720174800000,7,4,3,34.27,22.06,22,14.3,52,22.06,108,0.2,198
1720175400000,7,4,3,34.26,22.02,21.8,14.2,52,22.02,108,0.2,197
1720176000000,7,4,3,34.21,21.95,22.2,14.1,52,21.95,108,0.2,197
1720176600000,7,4,3,34.22,21.94,21.9,14.1,52,21.94,108,0.2,197
1720177200000,7,4,3,34.38,21.97,22.1,14.1,52,21.97,108,0.2,197
1720177800000,7,4,3,34.31,21.98,22.1,14,52,21.98,108,0.2,197
1720178400000,7,4,3,34.44,22.04,22.3,14,52,22.04,108,0.2,197
1720179000000,7,4,3,34.36,22.07,22,14,52,22.07,108,0.2,197
1720179600000,7,4,3,34.26,21.98,22.1,14,51,21.98,107,0.2,196
1720180200000,7,4,3,34.27,21.91,22.2,13.9,51,21.91,107,0.2,196
1720180800000,7,4,3,34.31,21.89,22.1,13.9,51,21.89,107,0.2,196
1720181400000,7,4,3,34.28,21.86,22.3,13.9,51,21.86,107,0.2,196
1720182000000,7,4,3,34.3,21.88,22.1,13.8,51,21.88,107,0.2,196
1720182600000,7,4,3,34.32,21.87,22.1,13.8,51,21.87,107,0.2,196
1720183200000,7,4,3,34.28,21.87,21.8,13.8,51,21.87,107,0.2,196
1720183800000,7,4,3,34.36,21.9,22.1,13.8,51,21.9,107,0.2,196
1720184400000,7,4,3,34.44,21.91,22.1,13.8,51,21.91,107,0.2,196
1720185000000,7,4,3,34.51,21.89,21.9,13.8,51,21.89,107,0.2,196
1720185600000,7,4,3,34.47,21.94,22.1,13.7,51,21.94,107,0.2,196
1720186200000,,,,,,,,,,,,
1720186800000,7,4,3,34.49,21.93,22.2,13.7,51,21.93,107,0.2,196
1720187400000,7,4,3,34.6,21.95,22.1,13.7,51,21.95,107,0.2,196
1720188000000,7,4,3,34.55,21.91,22.1,13.7,51,21.91,107,0.2,196
1720188600000,7,4,3,34.56,21.85,22.1,13.7,51,21.85,107,0.2,195
1720189200000,7,4,3,34.37,21.79,22.2,13.7,51,21.79,107,0.2,195
1720189800000,7,4,3,34.39,21.7,22.1,13.6,51,21.7,107,0.2,195
1720190400000,7,4,3,34.58,21.66,22.1,13.6,51,21.66,107,0.2,195
1720191000000,7,4,3,34.55,21.67,22.1,13.6,51,21.67,107,0.2,195
1720191600000,7,4,3,34.54,21.68,22.1,13.6,51,21.68,107,0.2,195
1720192200000,7,4,3,34.54,21.63,22.1,13.6,51,21.63,107,0.2,195
1720192800000,7,4,3,34.43,21.6,22.2,13.5,51,21.6,107,0.2,195
1720193400000,7,4,3,34.36,21.5,22.1,13.5,51,21.5,107,0.2,195
1720194000000,7,4,3,34.22,21.44,22.2,13.4,51,21.44,107,0.2,195
1720194600000,7,4,3,34.29,21.41,22.2,13.4,51,21.41,107,0.2,195
1720195200000,7,4,3,34.38,21.34,22.1,13.4,51,21.34,107,0.2,195
1720195800000,7,4,3,34.44,21.3,22.1,13.4,50,21.3,106,0.2,194
1720196400000,7,4,3,34.42,21.32,21.9,13.3,50,21.32,106,0.2,194
1720197000000,7,4,3,34.46,21.34,22.1,13.4,50,21.34,106,0.2,194
1720197600000,7,4,3,34.42,21.34,22.1,13.3,50,21.34,106,0.2,194
1720198200000,7,4,3,34.39,21.22,22.2,13.3,50,21.22,106,0.2,194
1720198800000,7,4,3,34.49,21.2,22.1,13.3,50,21.2,106,0.2,194
1720199400000,7,4,3,34.65,21.22,22.1,13.2,50,21.22,106,0.2,194
1720200000000,7,4,3,34.7,21.26,22.1,13.2,50,21.26,106,0.2,194
1720200600000,7,4,3,34.69,21.29,21.9,13.2,50,21.29,106,0.2,194
1720201200000,7,4,3,34.85,21.31,22.2,13.2,50,21.31,106,0.2,194
1720201800000,7,4,3,34.92,21.39,22,13.2,50,21.39,106,0.2,194
1720202400000,7,4,3,34.84,21.4,22,13.2,50,21.4,106,0.2,194
1720203000000,7,4,3,34.98,21.44,22.1,13.2,50,21.44,106,0.2,194
1720203600000,7,4,3,35.01,21.45,21.9,13.2,50,21.45,106,0.2,194
1720204200000,7,4,3,35.03,21.47,22.1,13.2,50,21.47,106,0.2,194
1720204800000,7,4,3,35,21.47,22,13.3,50,21.47,106,0.2,194
1720205400000,7,4,3,35.05,21.45,22.1,13.3,50,21.45,106,0.2,194
1720206000000,7,4,3,35.14,21.46,22,13.2,50,21.46,106,0.2,194
1720206600000,7,4,3,35.17,21.47,22.3,13.3,50,21.47,106,0.2,194
1720207200000,7,4,3,35.19,21.46,22,13.3,50,21.46,106,0.2,194
1720207800000,7,4,3,35.37,21.46,22.2,13.3,50,21.46,106,0.2,194
1720208400000,7,4,3,35.21,21.44,21.8,13.2,50,21.44,106,0.2,194
1720209000000,7,4,3,35.24,21.49,21.9,13.3,50,21.49,106,0.2,194
1720209600000,7,4,3,35.46,21.56,22.1,13.3,50,21.56,106,0.2,194
1720210200000,7,4,3,35.61,21.69,22,13.3,50,21.69,106,0.2,194
1720210800000,7,4,3,35.76,21.85,22,13.4,50,21.85,106,0.2,194
1720211400000,7,4,3,35.97,22.08,22.2,13.4,50,22.08,106,0.2,194
1720212000000,7,4,3,36.25,22.43,22.1,13.6,50,22.43,106,0.2,194
1720212600000,7,4,3,36.43,22.75,22.1,13.8,51,22.75,107,0.2,195
1720213200000,7,4,3,36.44,22.88,22.1,13.9,51,22.88,107,0.2,195
1720213800000,7,4,3,36.26,22.85,21.9,14,51,22.85,107,0.2,195
1720214400000,7,4,3,36.15,22.77,22,14,51,22.77,107,0.2,195
1720215000000,7,4,3,36.49,22.84,22,14.1,51,22.84,107,0.2,195
1720215600000,7,4,3,36.64,23.08,22,14.2,51,23.08,107,0.2,196
1720216200000,7,4,3,36.69,23.22,22.1,14.3,51,23.22,107,0.2,196
1720216800000,7,4,3,36.95,23.47,22,14.4,51,23.47,107,0.2,196
1720217400000,7,4,3,37.33,23.92,22,14.6,51,23.92,107,0.2,196
1720218000000,7,4,3,37.38,24.49,21.7,14.9,52,24.49,108,0.2,197
1720218600000,7,4,3,37.01,24.6,22,15.1,52,24.6,108,0.2,197
1720219200000,7,4,3,36.95,24.45,22,15.2,52,24.45,108,0.2,198
1720219800000,7,4,3,37.17,24.52,21.9,15.3,52,24.52,108,0.2,198
1720220400000,7,4,3,37.16,24.64,21.9,15.4,52,24.64,108,0.2,198
1720221000000,7,4,3,37.02,24.63,21.9,15.5,52,24.63,108,0.2,198
1720221600000,7,4,3,37,24.51,21.9,15.6,52,24.51,108,0.2,198
1720222200000,7,4,3,36.92,24.43,21.7,15.6,52,24.43,108,0.2,198
1720222800000,7,4,3,37.06,24.47,21.8,15.6,52,24.47,108,0.2,198
1720223400000,7,4,3,37.34,24.82,22,15.8,53,24.82,109,0.3,199
1720224000000,7,4,3,37.49,25.21,21.9,15.9,53,25.21,109,0.3,199
1720224600000,7,4,3,37.15,25.19,21.8,16.1,53,25.19,109,0.3,199
1720225200000,7,4,3,37.36,25.14,21.8,16.2,53,25.14,109,0.3,199
1720225800000,7,4,3,37.33,25.24,22,16.2,53,25.24,109,0.3,199
1720226400000,7,4,3,37.05,25.14,21.8,16.2,53,25.14,109,0.3,199
1720227000000,7,4,3,36.96,25.02,21.9,16.2,53,25.02,109,0.3,199
1720227600000,7,4,3,37.06,25.15,21.8,16.2,53,25.15,109,0.3,199
1720228200000,7,4,3,37.04,25.29,21.9,16.3,53,25.29,109,0.3,199
1720228800000,7,4,3,36.9,25.38,21.8,16.4,53,25.38,109,0.3,199
1720229400000,7,4,3,36.6,25.25,21.8,16.4,53,25.25,109,0.3,199
1720230000000,7,4,3,36.58,25.04,21.8,16.4,53,25.04,109,0.3,199
1720230600000,7,4,3,36.61,24.65,21.8,16.3,53,24.65,109,0.3,199
1720231200000,7,4,3,36.77,24.39,21.9,16.2,53,24.39,109,0.3,199
1720231800000,7,4,3,37.01,24.27,21.9,16.2,53,24.27,109,0.3,199
1720232400000,7,4,3,36.78,24.25,21.8,16.1,52,24.25,108,0.2,198
1720233000000,7,4,3,36.6,24.1,21.7,16,52,24.1,108,0.2,198
1720233600000,7,4,3,36.37,23.96,21.8,15.9,52,23.96,108,0.2,198
1720234200000,7,4,3,36.25,23.88,21.8,15.8,52,23.88,108,0.2,197
1720234800000,7,4,3,36.33,23.81,21.8,15.8,52,23.81,108,0.2,197
1720235400000,7,4,3,36.46,23.85,21.8,15.7,52,23.85,108,0.2,197
1720236000000,7,4,3,36.31,23.82,21.9,15.7,52,23.82,108,0.2,197
1720236600000,7,4,3,36.1,23.71,21.7,15.6,52,23.71,108,0.2,197
1720237200000,7,4,3,36.12,23.56,21.8,15.6,51,23.56,107,0.2,196
1720237800000,7,4,3,36.12,23.48,21.8,15.5,51,23.48,107,0.2,196
1720238400000,7,4,3,36.09,23.42,21.9,15.4,51,23.42,107,0.2,196
1720239000000,7,4,3,35.92,23.37,21.8,15.4,51,23.37,107,0.2,196
1720239600000,7,4,3,35.93,23.34,21.8,15.4,51,23.34,107,0.2,195
1720240200000,7,4,3,36.12,23.26,21.9,15.4,51,23.26,107,0.2,195
1720240800000,7,4,3,36.13,23.19,21.8,15.3,51,23.19,107,0.2,195
1720241400000,7,4,3,35.92,23.09,21.7,15.2,51,23.09,107,0.2,195
1720242000000,7,4,3,35.78,22.92,21.5,15.2,51,22.92,107,0.2,195
1720242600000,7,4,3,35.77,22.76,21.8,15.1,51,22.76,107,0.2,195
1720243200000,7,4,3,35.68,22.58,21.9,15,50,22.58,106,0.2,194
1720243800000,7,4,3,35.72,22.44,21.7,14.9,50,22.44,106,0.2,194
1720244400000,7,4,3,35.77,22.42,21.8,14.8,50,22.42,106,0.2,194
1720245000000,7,4,3,35.72,22.3,21.7,14.8,50,22.3,106,0.2,194
1720245600000,7,4,3,35.75,22.22,21.6,14.7,50,22.22,106,0.1,193
1720246200000,7,4,3,35.58,22.16,21.7,14.6,50,22.16,106,0.1,193
1720246800000,7,4,3,35.63,22.12,21.8,14.5,50,22.12,106,0.1,193
1720247400000,7,4,3,35.65,22.06,21.8,14.4,50,22.06,106,0.1,193
1720248000000,7,4,3,35.7,21.99,21.6,14.4,50,21.99,106,0.1,193
1720248600000,7,4,3,35.91,21.99,21.7,14.4,50,21.99,106,0.1,193
1720249200000,7,4,3,36.1,22.11,21.6,14.4,50,22.11,106,0.1,193
1720249800000,7,4,3,36.09,22.16,21.6,14.4,49,22.16,105,0.1,192
1720250400000,7,4,3,36.03,22.08,21.6,14.3,49,22.08,105,0.1,192
1720251000000,7,4,3,36.17,22.04,21.6,14.3,49,22.04,105,0.1,192
1720251600000,7,4,3,36.34,22.02,21.6,14.2,49,22.02,105,0.1,192
1720252200000,7,4,3,36.31,22,21.6,14.2,49,22,105,0.1,192
1720252800000,7,4,3,36.28,21.97,21.7,14.2,49,21.97,105,0.1,192
1720253400000,7,4,3,36.33,21.94,21.7,14.1,49,21.94,105,0.1,192
1720254000000,7,4,3,36.42,21.92,21.6,14.1,49,21.92,105,0.1,192
1720254600000,7,4,3,36.45,21.93,21.7,14.1,49,21.93,105,0.1,192
1720255200000,7,4,3,36.46,21.92,21.6,14.1,49,21.92,105,0.1,192
1720255800000,7,4,3,36.52,21.85,21.6,14,49,21.85,105,0.1,191
1720256400000,7,4,3,36.43,21.78,21.6,14,49,21.78,105,0.1,191
1720257000000,7,4,3,36.53,21.74,21.6,14,49,21.74,105,0.1,191
1720257600000,7,4,3,36.5,21.67,21.7,13.9,49,21.67,105,0.1,191
1720258200000,7,4,3,36.42,21.63,21.6,13.9,49,21.63,105,0.1,191
1720258800000,7,4,3,36.24,21.51,21.6,13.8,49,21.51,105,0.1,191
1720259400000,7,4,3,36.26,21.48,21.6,13.8,48,21.48,104,0.1,190
1720260000000,7,4,3,36.1,21.45,21.5,13.7,48,21.45,104,0.1,190
1720260600000,7,4,3,36.06,21.36,21.8,13.7,48,21.36,104,0.1,190
1720261200000,7,4,3,36,21.3,21.6,13.6,48,21.3,104,0.1,190
1720261800000,7,4,3,36.21,21.32,21.6,13.6,48,21.32,104,0.1,190
1720262400000,7,4,3,36.15,21.32,21.5,13.6,48,21.32,104,0.1,190
1720263000000,7,4,3,36.11,21.23,21.6,13.5,48,21.23,103,0.1,189
1720263600000,7,4,3,36.05,21.15,21.6,13.4,48,21.15,103,0.1,189
1720264200000,7,4,3,36.03,21.11,21.5,13.4,48,21.11,103,0.1,189
1720264800000,7,4,3,35.96,21.07,21.6,13.3,48,21.07,103,0.1,189
1720265400000,7,4,3,35.99,21.03,21.6,13.3,48,21.03,103,0.1,189
1720266000000,7,4,3,36.05,20.98,21.5,13.3,48,20.98,103,0.1,189
1720266600000,7,4,3,36.03,20.98,21.6,13.3,47,20.98,103,0,188
1720267200000,7,4,3,35.98,20.93,21.5,13.2,47,20.93,103,0,188
1720267800000,7,4,3,35.98,20.91,21.5,13.1,47,20.91,103,0,188
1720268400000,7,4,3,35.96,20.84,21.6,13.1,47,20.84,103,0,188
1720269000000,7,4,3,35.95,20.81,21.6,13,47,20.81,103,0,188
1720269600000,7,4,3,36.03,20.81,21.7,13,47,20.81,103,0,188
1720270200000,7,4,3,36.06,20.8,21.5,13,47,20.8,103,0,188
1720270800000,7,4,3,36.05,20.83,21.5,13,47,20.83,103,0,188
1720271400000,7,4,3,36.01,20.78,21.6,13,47,20.78,102,0,187
1720272000000,7,4,3,35.97,20.73,21.3,12.9,47,20.73,102,0,187
1720272600000,7,4,3,35.92,20.69,21.5,12.9,47,20.69,102,0,187
1720273200000,7,4,3,35.81,20.59,21.5,12.8,47,20.59,102,0,187
1720273800000,7,4,3,35.79,20.5,21.6,12.8,47,20.5,102,0,187
1720274400000,7,4,3,35.79,20.42,21.6,12.7,47,20.42,102,0,187
1720275000000,7,4,3,35.8,20.4,21.6,12.7,46,20.4,102,0,186
1720275600000,7,4,3,35.8,20.38,21.6,12.7,46,20.38,102,0,186
1720276200000,7,4,3,35.8,20.35,21.5,12.6,46,20.35,102,0,186
1720276800000,7,4,3,35.81,20.33,21.5,12.6,46,20.33,102,0,186
1720277400000,7,4,3,35.79,20.29,21.5,12.5,46,20.29,102,0,186
1720278000000,7,4,3,35.72,20.27,21.5,12.5,46,20.27,102,0,186
1720278600000,7,4,3,35.64,20.19,21.5,12.5,46,20.19,102,0,186
1720279200000,7,4,3,35.54,20.14,21.5,12.4,46,20.14,101,0,185
1720279800000,7,4,3,35.53,20.07,21.6,12.4,46,20.07,101,0,185
1720280400000,7,4,3,35.36,20.02,21.5,12.4,46,20.02,101,0,185
1720281000000,7,4,3,35.49,19.98,21.5,12.3,46,19.98,101,0,185
1720281600000,7,4,3,35.48,19.96,21.5,12.3,46,19.96,101,0,185
1720282200000,7,4,3,35.49,19.9,21.4,12.3,46,19.9,101,0,185
1720282800000,7,4,3,35.41,19.93,21.4,12.2,46,19.93,101,0,185
1720283400000,7,4,3,35.43,19.88,21.4,12.2,45,19.88,101,0,184
1720284000000,7,4,3,35.4,19.85,21.5,12.2,45,19.85,101,0,184
1720284600000,7,4,3,35.38,19.81,21.5,12.2,45,19.81,101,0,184
1720285200000,7,4,3,35.33,19.76,21.6,12,45,19.76,101,0,184
1720285800000,7,4,3,35.33,19.74,21.4,12,45,19.74,101,0,184
1720286400000,7,4,3,35.35,19.72,21.5,11.9,45,19.72,101,0,184
1720287000000,7,4,3,35.36,19.68,21.6,11.9,45,19.68,100,0,183
1720287600000,7,4,3,35.3,19.65,21.4,11.9,45,19.65,100,0,183
1720288200000,7,4,3,35.24,19.63,21.4,11.8,45,19.63,100,0,183
1720288800000,7,4,3,35.13,19.57,21.5,11.8,45,19.57,100,0,183
1720289400000,7,4,3,35.13,19.51,21.4,11.8,45,19.51,100,0,183
1720290000000,7,4,3,35.11,19.51,21.4,11.8,45,19.51,100,0,183
1720290600000,7,4,3,35.08,19.45,21.4,11.7,45,19.45,100,0,182
1720291200000,7,4,3,35.04,19.41,21.4,11.7,45,19.41,100,0,182
1720291800000,7,4,3,35.02,19.37,21.4,11.7,45,19.37,100,0,182
1720292400000,7,4,3,35.05,19.36,21.4,11.6,45,19.36,100,0,182
1720293000000,7,4,3,35.06,19.4,21.4,11.6,45,19.4,100,0,182
1720293600000,7,4,3,34.95,19.47,21.3,11.6,45,19.47,100,0,182
1720294200000,7,4,3,34.93,19.4,21.4,11.5,45,19.4,100,0,182
1720294800000,7,4,3,34.91,19.38,21.2,11.5,44,19.38,99,0,181
1720295400000,7,4,3,34.93,19.37,21.4,11.5,44,19.37,99,0,181
1720296000000,7,4,3,35,19.49,21.4,11.5,44,19.49,99,0,181
1720296600000,7,4,3,35.01,19.57,21.3,11.5,44,19.57,99,0,181
1720297200000,7,4,3,35.01,19.59,21.3,11.5,44,19.59,99,0,181
1720297800000,7,4,3,35.11,19.71,21.3,11.5,44,19.71,99,0,181
1720298400000,7,4,3,35.31,19.92,21.4,11.6,44,19.92,99,0,181
1720299000000,7,4,3,35.53,20.24,21.3,11.7,44,20.24,99,0,181
1720299600000,7,4,3,35.43,20.41,21.3,11.8,44,20.41,99,0,181
1720300200000,7,4,3,35.37,20.47,21.3,11.8,44,20.47,99,0,181
1720300800000,7,4,3,35.49,20.53,21.3,11.9,44,20.53,99,0,181
1720301400000,7,4,3,35.51,20.71,21.3,12,44,20.71,99,0,181
1720302000000,7,4,3,35.58,20.83,21.2,12.2,45,20.83,100,0,182
1720302600000,7,4,3,35.89,21.08,21.2,12.3,45,21.08,100,0,182
1720303200000,7,4,3,35.85,21.31,21.2,12.4,45,21.31,100,0,182
1720303800000,7,4,3,36,21.57,21.3,12.5,45,21.57,100,0,182
1720304400000,7,4,3,36.09,21.79,21.1,12.7,45,21.79,100,0,182
1720305000000,7,4,3,36.2,22.03,21.2,12.8,45,22.03,100,0,182
1720305600000,7,4,3,36.15,22.27,21,12.9,45,22.27,100,0,183
1720306200000,7,4,3,36.16,22.53,21.2,13.1,45,22.53,100,0,183
1720306800000,7,4,3,36.08,22.51,21.1,13.3,45,22.51,100,0,183
1720307400000,7,4,3,36.05,22.46,20.9,13.3,45,22.46,100,0,183
1720308000000,7,4,3,36.27,22.79,21.3,13.4,45,22.79,100,0,183
1720308600000,7,4,3,36.31,23.13,21,13.7,45,23.13,100,0,183
1720309200000,7,4,3,36.3,23.23,21.1,13.8,45,23.23,101,0,184
1720309800000,7,4,3,36.37,23.24,21,14,45,23.24,101,0,184
1720310400000,7,4,3,36.43,23.2,21.2,14.1,45,23.2,101,0,184
1720311000000,7,4,3,36.68,23.38,21,14.2,45,23.38,101,0,184
1720311600000,7,4,3,36.77,23.76,21,14.4,45,23.76,101,0,184
1720312200000,7,4,3,36.5,23.85,20.9,14.5,45,23.85,101,0,184
1720312800000,7,4,3,36.53,23.77,21,14.6,45,23.77,101,0,184
1720313400000,7,4,3,36.87,24.07,21,14.8,46,24.07,101,0,185
1720314000000,7,4,3,36.46,24.05,21,14.9,46,24.05,101,0,185
1720314600000,7,4,3,36.64,23.98,21,15,46,23.98,101,0,185
1720315200000,7,4,3,36.76,24.11,20.9,15.1,46,24.11,101,0,185
