"Time","Cam Hue (N1 - OZ)","Cam Sat (N1 - OZ)","Cam Val (N1 - OZ)","Air Hum (N1 - OZ)","Air Temp (N1 - OZ)","Soil Hum (N1 - OZ)","Soil Temp (N1 - OZ)","Soil Nit (N1 - OZ)","Soil Pho (N1 - OZ)","Soil Pot (N1 - OZ)","Soil pH (N1 - OZ)","Soil EC (N1 - OZ)"
1717674600000,106,11,8,54.13,22.62,17.7,17.5,41,22.62,95,0,174
1717675200000,106,10,8,51.96,24.54,17.5,17.6,41,24.54,95,0,174
1717675800000,113,13,9,51.32,25.36,17.4,17.7,41,25.36,95,0,174
1717676400000,111,11,9,51.03,25.79,17.5,17.8,41,25.79,95,0,174
1717677000000,111,11,9,50.87,26.13,17.5,18,41,26.13,95,0,174
1717677600000,124,11,9,50.78,26.29,17.5,18,41,26.29,96,0,175
1717678200000,96,9,8,50.79,26.39,17.5,18.1,41,26.39,96,0,175
1717678800000,,,,,,,,,,,,
1717679400000,108,10,9,50.81,26.47,17.5,18.3,41,26.47,96,0,175
1717680000000,99,12,9,50.85,26.49,17.5,18.4,41,26.49,96,0,175
1717680600000,112,12,9,50.85,26.51,17.5,18.4,42,26.51,96,0,176
1717681200000,103,11,9,50.88,26.52,17.6,18.4,42,26.52,96,0,176
1717681800000,108,9,9,50.89,26.55,17.5,18.5,42,26.55,96,0,176
1717682400000,93,10,8,50.87,26.59,17.5,18.5,42,26.59,96,0,176
1717683000000,103,11,9,50.91,26.59,17.6,18.5,42,26.59,96,0,176
1717683600000,80,8,8,50.97,26.54,17.5,18.6,42,26.54,96,0,176
1717684200000,86,10,8,50.99,26.5,17.5,18.6,42,26.5,96,0,176
1717684800000,7,1,4,50.98,26.48,17.5,18.6,42,26.48,97,0,177
1717685400000,5,1,4,51.01,26.48,17.5,18.6,42,26.48,97,0,177
1717686000000,3,0,4,51.07,26.43,17.5,18.6,42,26.43,97,0,177
1717686600000,13,2,4,51.09,26.37,17.5,18.6,42,26.37,97,0,177
1717687200000,9,1,4,51.09,26.35,17.5,18.6,42,26.35,97,0,177
1717687800000,13,2,4,51.12,26.32,17.5,18.6,42,26.32,97,0,177
1717688400000,3,0,4,51.17,26.29,17.6,18.6,42,26.29,97,0,177
1717689000000,12,2,4,51.19,26.31,17.5,18.6,42,26.31,97,0,177
1717689600000,3,0,4,51.22,26.25,17.6,18.6,43,26.25,98,0,179
1717690200000,9,1,4,51.24,26.22,17.6,18.6,43,26.22,97,0,178
1717690800000,9,1,4,0,0,0,0,0,0,0,0,0
1717691400000,2,0,4,51.29,26.17,17.7,18.6,43,26.17,97,0,178
1717692000000,1,0,4,51.31,26.16,17.6,18.6,43,26.16,97,0,178
1717692600000,2,0,4,51.34,26.16,17.7,18.6,43,26.16,97,0,178
1717693200000,6,1,4,51.36,26.13,17.7,18.6,43,26.13,97,0,178
1717693800000,5,1,4,51.39,26.06,17.5,18.6,43,26.06,98,0,179
1717694400000,3,0,4,51.42,26.04,18,18.6,43,26.04,98,0,179
1717695000000,3,0,4,51.42,26.04,17.7,18.6,43,26.04,98,0,179
1717695600000,8,2,4,51.45,26.04,17.7,18.6,43,26.04,98,0,179
1717696200000,7,1,4,51.47,26.01,17.6,18.6,43,26.01,97,0,178
1717696800000,5,1,4,51.52,25.98,17.6,18.6,43,25.98,97,0,178
1717697400000,15,3,4,51.51,25.95,17.7,18.5,43,25.95,97,0,178
1717698000000,8,1,4,51.54,25.93,17.7,18.5,43,25.93,97,0,178
1717698600000,5,1,4,51.51,25.91,17.6,18.5,43,25.91,97,0,178
1717699200000,5,1,4,51.57,25.89,17.6,18.5,43,25.89,97,0,178
1717699800000,1,0,4,51.57,25.87,17.8,18.5,43,25.87,97,0,178
1717700400000,10,2,4,51.56,25.85,17.5,18.5,43,25.85,97,0,178
1717701000000,1,0,4,51.58,25.77,17.6,18.4,43,25.77,97,0,178
1717701600000,4,0,4,51.59,25.78,17.6,18.4,43,25.78,97,0,178
1717702200000,2,0,4,51.6,25.76,17.7,18.4,43,25.76,97,0,178
1717702800000,2,0,4,51.59,25.72,17.5,18.4,43,25.72,97,0,178
1717703400000,4,0,4,51.65,25.67,17.6,18.4,43,25.67,97,0,178
1717704000000,3,0,4,51.64,25.68,17.5,18.4,43,25.68,97,0,178
1717704600000,3,0,4,51.62,25.64,17.6,18.4,43,25.64,97,0,178
1717705200000,8,1,4,51.71,25.64,17.5,18.3,43,25.64,97,0,178
1717705800000,10,2,4,51.66,25.63,17.8,18.3,43,25.63,97,0,178
1717706400000,9,2,4,51.69,25.62,17.7,18.3,43,25.62,97,0,178
1717707000000,23,4,5,51.66,25.61,17.7,18.3,43,25.61,97,0,178
1717707600000,76,16,7,51.72,25.59,17.7,18.3,43,25.59,97,0,178
1717708200000,99,25,9,51.67,25.59,17.7,18.3,43,25.59,97,0,178
1717708800000,102,29,11,51.67,25.6,17.7,18.2,43,25.6,97,0,178
1717709400000,92,28,14,51.63,25.59,17.7,18.2,43,25.59,97,0,178
1717710000000,80,19,16,51.6,25.57,17.6,18.2,43,25.57,97,0,178
1717710600000,89,18,22,51.65,25.56,17.7,18.2,43,25.56,97,0,178
1717711200000,103,14,21,51.66,25.57,17.5,18.2,43,25.57,98,0,179
1717711800000,107,13,20,51.7,25.53,17.6,18.2,43,25.53,98,0,179
1717712400000,93,13,29,51.76,25.49,17.6,18.2,43,25.49,98,0,179
1717713000000,96,12,27,51.77,25.49,17.7,18.2,43,25.49,98,0,179
1717713600000,90,13,28,51.78,25.49,17.7,18.1,43,25.49,98,0,179
1717714200000,79,12,37,51.82,25.48,17.6,18.1,43,25.48,98,0,179
1717714800000,71,10,26,52.16,25.37,17.7,18.1,43,25.37,98,0,179
1717715400000,68,9,31,52.34,25.32,17.7,18.1,43,25.32,98,0,179
1717716000000,68,9,31,52.45,25.29,17.7,18.1,43,25.29,98,0,179
1717716600000,68,9,31,52.44,25.32,17.7,18.1,43,25.32,98,0,179
1717717200000,68,9,31,52.47,25.32,17.7,18.1,43,25.32,98,0,179
1717717800000,,,,,,,,,,,,
1717718400000,68,9,31,52.53,25.31,17.7,18.1,43,25.31,98,0,179
1717719000000,68,9,31,52.56,25.32,17.7,18.1,43,25.32,98,0,179
1717719600000,,,,,,,,,,,,
1717720200000,,,,,,,,,,,,
1717720800000,68,9,31,52.66,25.44,17.6,18.1,43,25.44,98,0,179
1717721400000,68,9,31,52.56,25.46,17.7,18.1,43,25.46,98,0,179
1717722000000,68,9,31,52.77,25.41,17.7,18.1,43,25.41,98,0,179
1717722600000,,,,,,,,,,,,
1717723200000,68,9,31,52.79,25.47,17.7,18.1,43,25.47,98,0,179
1717723800000,68,9,31,52.91,25.46,17.6,18.1,43,25.46,98,0,179
1717724400000,68,9,31,52.94,25.44,17.7,18.1,43,25.44,98,0,179
1717725000000,,,,,,,,,,,,
1717725600000,,,,,,,,,,,,
1717726200000,,,,,,,,,,,,
1717726800000,,,,,,,,,,,,
1717727400000,,,,,,,,,,,,
1717728000000,68,9,31,53.08,25.31,17.8,18.1,44,25.31,99,0,180
1717728600000,105,12,33,53.09,25.37,17.8,18.1,44,25.37,99,0,180
1717729200000,97,13,35,52.6,25.66,17.7,18.1,44,25.66,99,0,180
1717729800000,98,12,34,52.61,25.66,17.7,18.1,44,25.66,99,0,180
1717730400000,103,14,35,52.93,25.45,17.8,18.1,44,25.45,99,0,180
1717731000000,103,14,35,53.08,25.4,17.7,18.1,44,25.4,99,0,180
1717731600000,103,14,35,53.06,25.38,17.7,18.1,44,25.38,99,0,180
1717732200000,,,,,,,,,,,,
1717732800000,103,14,35,0,0,0,0,0,0,0,0,0
1717733400000,93,11,46,53.15,25.49,17.7,18.1,44,25.49,99,0,180
1717734000000,93,11,46,53.1,25.66,17.8,18.1,44,25.66,99,0,180
1717734600000,,,,,,,,,,,,
1717735200000,,,,,,,,,,,,
1717735800000,93,11,46,53.13,25.89,17.7,18.2,44,25.89,99,0,180
1717736400000,,,,,,,,,,,,
1717737000000,,,,,,,,,,,,
1717737600000,,,,,,,,,,,,
1717738200000,98,14,48,53.04,26.07,17.7,18.2,44,26.07,99,0,181
1717738800000,136,12,33,0,0,0,0,0,0,0,0,0
1717739400000,113,11,48,52.62,26.24,17.7,18.3,44,26.24,99,0,181
1717740000000,102,13,35,52.69,26.16,17.6,18.3,44,26.16,99,0,181
1717740600000,142,21,15,52.62,26.19,17.7,18.3,44,26.19,99,0,181
1717741200000,139,22,17,52.61,26.18,17.7,18.3,44,26.18,99,0,181
1717741800000,129,20,18,52.61,26.06,17.8,18.3,44,26.06,99,0,181
1717742400000,126,19,15,52.6,26.08,17.7,18.3,44,26.08,99,0,181
1717743000000,70,8,11,52.58,26.08,17.7,18.3,44,26.08,99,0,181
1717743600000,46,6,9,52.56,26.11,17.8,18.3,44,26.11,99,0,181
1717744200000,15,4,8,52.45,26.2,17.7,18.3,44,26.2,99,0,181
1717744800000,31,7,8,52.59,26.06,17.7,18.3,44,26.06,99,0,181
1717745400000,18,6,8,52.66,25.98,17.7,18.3,44,25.98,99,0,181
1717746000000,33,13,9,52.7,25.92,17.8,18.3,44,25.92,99,0,181
1717746600000,66,18,19,52.61,25.99,17.7,18.3,44,25.99,99,0,181
1717747200000,65,19,21,52.69,25.97,17.8,18.3,44,25.97,99,0,181
1717747800000,73,19,20,52.69,25.95,17.7,18.3,44,25.95,99,0,181
1717748400000,68,19,20,52.63,25.92,18.1,18.3,48,25.92,104,0.1,190
1717749000000,60,16,19,52.88,25.59,18.7,18.2,50,25.59,106,0.2,194
1717749600000,65,17,19,53.13,25.46,18.7,18.2,50,25.46,106,0.2,194
1717750200000,65,16,19,53.15,25.49,18.8,18.2,50,25.49,106,0.1,193
1717750800000,62,16,19,53.22,25.52,18.7,18.2,50,25.52,106,0.1,193
1717751400000,71,18,19,53.24,25.51,18.7,18.1,50,25.51,106,0.1,193
1717752000000,56,15,19,53.25,25.55,18.9,18.1,49,25.55,105,0.1,192
1717752600000,64,18,19,53.22,25.52,18.7,18.1,49,25.52,105,0.1,192
1717753200000,70,18,19,53.2,25.51,18.6,18,49,25.51,105,0.1,192
1717753800000,71,19,20,53.25,25.46,18.7,18,49,25.46,105,0.1,192
1717754400000,64,18,20,53.22,25.43,18.7,18,49,25.43,105,0.1,192
1717755000000,68,19,20,53.2,25.42,18.7,18,49,25.42,105,0.1,192
1717755600000,62,17,20,53.14,25.41,18.7,18,49,25.41,105,0.1,192
1717756200000,67,15,15,53.14,25.47,18.7,18,49,25.47,105,0.1,192
1717756800000,,,,,,,,,,,,
1717757400000,70,15,15,53.14,25.47,18.9,18,49,25.47,105,0.1,192
1717758000000,47,10,13,53.12,25.49,18.7,18,49,25.49,105,0.1,192
1717758600000,52,11,13,53.07,25.5,19,18,49,25.5,105,0.1,192
1717759200000,61,13,13,53.03,25.43,18.9,18,49,25.43,105,0.1,192
1717759800000,67,17,16,53.06,25.43,18.8,18,49,25.43,105,0.1,192
1717760400000,64,17,18,53.08,25.39,18.7,18,49,25.39,105,0.1,192
1717761000000,70,19,18,53.07,25.38,18.9,18,49,25.38,105,0.1,192
1717761600000,20,7,3,53.06,25.4,18.9,18,49,25.4,105,0.1,192
1717762200000,20,7,3,53.08,25.39,18.9,18,49,25.39,105,0.1,192
1717762800000,17,6,3,53.07,25.33,18.9,18,49,25.33,105,0.1,192
1717763400000,13,5,3,53.08,25.32,19,18,49,25.32,105,0.1,192
1717764000000,5,1,3,53.08,25.29,19,18,49,25.29,105,0.1,192
1717764600000,6,2,3,53.05,25.26,19,17.9,49,25.26,105,0.1,192
1717765200000,9,2,3,53.01,25.26,19.1,17.9,49,25.26,105,0.1,192
1717765800000,14,4,3,52.97,25.23,19.2,17.9,49,25.23,105,0.1,192
1717766400000,14,3,3,53.03,25.17,19.2,17.9,49,25.17,105,0.1,192
1717767000000,23,7,3,52.99,25.16,19.2,17.9,49,25.16,105,0.1,192
1717767600000,4,1,3,52.99,25.12,19.2,17.9,49,25.12,105,0.1,192
1717768200000,22,6,3,52.96,25.1,19.2,17.9,49,25.1,105,0.1,192
1717768800000,30,8,3,53,25.09,19.2,17.9,49,25.09,105,0.1,192
1717769400000,19,5,3,52.94,25.09,19.3,17.9,49,25.09,105,0.1,192
1717770000000,3,1,3,52.89,25.09,19.3,17.8,49,25.09,105,0.1,192
1717770600000,9,2,3,52.88,25.06,19.3,17.8,50,25.06,106,0.1,193
1717771200000,36,10,3,52.89,25.02,19.4,17.8,50,25.02,106,0.1,193
1717771800000,26,7,3,52.9,25,19.3,17.8,50,25,106,0.1,193
1717772400000,9,3,3,52.88,25.01,19.3,17.8,50,25.01,106,0.1,193
1717773000000,13,4,3,52.86,25,19.4,17.7,50,25,106,0.2,194
1717773600000,14,3,3,52.83,24.98,19.4,17.7,50,24.98,106,0.2,194
1717774200000,6,1,3,52.82,24.97,19.4,17.7,50,24.97,106,0.2,194
1717774800000,18,4,3,52.79,24.93,19.4,17.7,50,24.93,106,0.2,194
1717775400000,8,2,3,52.8,24.92,19.3,17.7,50,24.92,106,0.2,194
1717776000000,8,2,3,52.82,24.93,19.4,17.7,50,24.93,106,0.2,194
1717776600000,14,4,3,52.78,24.94,19.5,17.7,50,24.94,106,0.2,194
1717777200000,13,3,3,52.79,24.93,19.5,17.7,50,24.93,106,0.2,194
1717777800000,9,2,3,52.79,24.9,19.5,17.7,51,24.9,107,0.2,195
1717778400000,20,6,3,52.78,24.92,19.4,17.7,51,24.92,107,0.2,195
1717779000000,12,3,3,52.78,24.9,19.5,17.7,51,24.9,107,0.2,195
1717779600000,18,5,3,52.78,24.92,19.5,17.7,51,24.92,107,0.2,195
1717780200000,12,3,3,52.79,24.91,19.5,17.6,51,24.91,107,0.2,195
1717780800000,16,4,3,52.78,24.89,19.5,17.6,51,24.89,107,0.2,195
1717781400000,17,4,3,52.75,24.89,19.5,17.6,51,24.89,107,0.2,195
1717782000000,7,2,3,53,24.76,19.4,17.6,51,24.76,107,0.2,196
1717782600000,7,2,3,53.29,24.57,19.5,17.6,51,24.57,107,0.2,196
1717783200000,7,2,3,53.39,24.53,19.5,17.6,51,24.53,107,0.2,196
1717783800000,7,2,3,53.42,24.49,19.6,17.6,51,24.49,107,0.2,196
1717784400000,7,2,3,53.45,24.45,19.4,17.6,51,24.45,107,0.2,196
1717785000000,7,2,3,53.46,24.44,19.5,17.6,51,24.44,107,0.2,196
1717785600000,,,,,,,,,,,,
1717786200000,7,2,3,53.48,24.39,19.6,17.6,51,24.39,107,0.2,196
1717786800000,7,2,3,0,0,0,0,0,0,0,0,0
1717787400000,7,2,3,53.53,24.38,19.5,17.6,51,24.38,107,0.2,196
1717788000000,7,2,3,53.53,24.35,19.6,17.5,51,24.35,107,0.2,196
1717788600000,7,2,3,53.55,24.32,19.6,17.5,51,24.32,107,0.2,196
1717789200000,7,2,3,53.53,24.32,19.6,17.5,51,24.32,107,0.2,196
1717789800000,7,2,3,53.59,24.33,19.6,17.5,51,24.33,107,0.2,196
1717790400000,7,2,3,53.6,24.32,19.6,17.5,51,24.32,107,0.2,196
1717791000000,7,2,3,53.59,24.32,19.6,17.5,51,24.32,107,0.2,196
1717791600000,7,2,3,53.6,24.31,19.6,17.5,51,24.31,107,0.2,196
1717792200000,7,2,3,53.61,24.29,19.6,17.4,51,24.29,107,0.2,196
1717792800000,7,2,3,53.61,24.29,19.6,17.5,51,24.29,107,0.2,196
1717793400000,7,2,3,53.66,24.28,19.6,17.4,51,24.28,107,0.2,196
1717794000000,7,2,3,53.65,24.29,19.6,17.4,51,24.29,107,0.2,196
1717794600000,7,2,3,53.66,24.29,19.6,17.4,51,24.29,107,0.2,196
1717795200000,7,2,3,53.65,24.29,19.6,17.4,51,24.29,107,0.2,196
1717795800000,7,2,3,53.67,24.26,19.6,17.4,51,24.26,107,0.2,196
1717796400000,7,2,3,53.69,24.25,19.7,17.4,52,24.25,108,0.2,197
1717797000000,7,2,3,53.74,24.29,19.7,17.4,51,24.29,107,0.2,196
1717797600000,7,2,3,53.73,24.32,19.7,17.4,52,24.32,108,0.2,197
1717798200000,7,2,3,53.74,24.29,19.6,17.4,51,24.29,107,0.2,196
1717798800000,,,,,,,,,,,,
1717799400000,7,2,3,53.73,24.34,19.8,17.4,52,24.34,108,0.2,197
1717800000000,7,2,3,53.79,24.34,19.7,17.4,52,24.34,108,0.2,197
1717800600000,7,2,3,53.78,24.39,19.6,17.4,52,24.39,108,0.2,197
1717801200000,7,2,3,53.8,24.41,19.8,17.4,52,24.41,108,0.2,197
1717801800000,7,2,3,53.82,24.52,19.7,17.4,52,24.52,108,0.2,197
1717802400000,7,2,3,53.87,24.63,19.8,17.4,52,24.63,108,0.2,197
1717803000000,7,2,3,53.97,24.8,19.7,17.4,52,24.8,108,0.2,197
1717803600000,7,2,3,53.84,24.99,19.7,17.4,52,24.99,108,0.2,197
1717804200000,7,2,3,53.87,25.14,19.8,17.4,52,25.14,108,0.2,197
1717804800000,7,2,3,53.93,25.27,19.7,17.4,52,25.27,108,0.2,197
1717805400000,7,2,3,53.82,25.53,19.8,17.5,52,25.53,108,0.2,197
1717806000000,7,2,3,53.79,25.59,19.8,17.5,52,25.59,108,0.2,197
1717806600000,7,2,3,53.91,25.58,19.7,17.6,52,25.58,108,0.2,197
1717807200000,7,2,3,53.75,25.78,19.8,17.6,52,25.78,108,0.2,198
1717807800000,7,2,3,53.72,25.84,19.8,17.6,52,25.84,108,0.2,198
1717808400000,,,,,,,,,,,,
1717809000000,7,2,3,53.77,26.05,19.7,17.7,52,26.05,108,0.2,198
1717809600000,7,2,3,53.81,26.12,19.8,17.8,52,26.12,108,0.2,198
1717810200000,7,2,3,53.68,26.28,19.6,17.9,52,26.28,108,0.2,198
1717810800000,7,2,3,53.79,26.35,19.7,17.9,52,26.35,108,0.2,198
1717811400000,7,2,3,53.83,26.45,19.7,18,52,26.45,108,0.2,198
1717812000000,7,2,3,53.86,26.6,19.7,18,53,26.6,109,0.3,199
1717812600000,,,,,,,,,,,,
1717813200000,,,,,,,,,,,,
1717813800000,7,2,3,54.05,26.74,19.7,18.2,53,26.74,109,0.3,199
1717814400000,7,2,3,54.13,26.68,19.9,18.2,53,26.68,109,0.3,199
1717815000000,7,2,3,54.2,26.68,19.7,18.3,53,26.68,109,0.3,199
1717815600000,7,2,3,54.25,26.71,19.8,18.4,53,26.71,110,0.3,200
1717816200000,,,,,,,,,,,,
1717816800000,7,2,3,54.29,26.84,19.9,18.4,53,26.84,110,0.3,200
1717817400000,7,2,3,54.31,26.89,19.8,18.5,53,26.89,110,0.3,200
1717818000000,7,2,3,54.34,26.97,19.8,18.5,53,26.97,110,0.3,200
1717818600000,7,2,3,54.38,27.04,19.8,18.6,53,27.04,110,0.3,200
1717819200000,7,2,3,54.36,27.15,19.8,18.6,53,27.15,110,0.3,200
1717819800000,7,2,3,54.38,27.25,19.9,18.6,53,27.25,110,0.3,200
1717820400000,7,2,3,54.39,27.34,19.8,18.7,53,27.34,110,0.3,200
1717821000000,7,2,3,54.39,27.42,19.8,18.8,54,27.42,110,0.3,201
1717821600000,7,2,3,54.4,27.45,19.8,18.8,54,27.45,110,0.3,201
1717822200000,7,2,3,54.43,27.49,19.9,18.8,54,27.49,110,0.3,201
1717822800000,7,2,3,54.4,27.53,20,18.9,54,27.53,110,0.3,201
1717823400000,7,2,3,54.44,27.52,19.8,19,54,27.52,110,0.3,201
1717824000000,7,2,3,54.46,27.54,19.8,19,54,27.54,110,0.3,201
1717824600000,7,2,3,54.49,27.39,19.8,19.1,54,27.39,110,0.3,201
1717825200000,7,2,3,54.53,27.3,19.8,19.1,54,27.3,110,0.3,201
1717825800000,7,2,3,54.56,27.22,19.8,19.1,54,27.22,111,0.3,202
1717826400000,7,2,3,54.54,27.15,19.8,19.2,54,27.15,111,0.3,202
1717827000000,7,2,3,54.57,27.1,19.8,19.1,54,27.1,111,0.3,202
1717827600000,7,2,3,54.58,27.04,19.7,19.2,54,27.04,111,0.3,202
1717828200000,7,2,3,54.59,26.98,19.8,19.3,54,26.98,111,0.3,202
1717828800000,7,2,3,54.58,26.91,19.9,19.3,54,26.91,111,0.3,202
1717829400000,7,2,3,54.54,26.8,19.8,19.3,54,26.8,111,0.3,202
1717830000000,7,2,3,54.56,26.74,19.8,19.3,54,26.74,111,0.3,202
1717830600000,7,2,3,54.61,26.67,19.8,19.3,54,26.67,111,0.3,202
1717831200000,7,2,3,54.56,26.63,19.8,19.3,54,26.63,111,0.3,202
1717831800000,7,2,3,54.59,26.58,19.8,19.2,54,26.58,111,0.3,202
1717832400000,7,2,3,54.61,26.53,19.8,19.2,54,26.53,111,0.3,202
1717833000000,,,,,,,,,,,,
1717833600000,7,2,3,54.61,26.45,19.8,19.2,54,26.45,111,0.3,202
1717834200000,7,2,3,54.62,26.4,19.8,19.1,54,26.4,111,0.3,202
1717834800000,7,2,3,54.62,26.37,19.9,19.2,54,26.37,111,0.3,202
1717835400000,7,2,3,54.62,26.35,19.7,19.1,54,26.35,111,0.3,202
1717836000000,7,2,3,54.65,26.29,19.6,19.1,54,26.29,111,0.3,202
1717836600000,7,2,3,54.65,26.28,19.8,19.1,54,26.28,111,0.3,202
1717837200000,7,2,3,54.65,26.25,19.9,19.1,54,26.25,111,0.3,202
1717837800000,7,2,3,54.67,26.21,19.8,19.1,54,26.21,111,0.3,202
1717838400000,7,2,3,54.67,26.16,19.8,19.1,54,26.16,111,0.3,202
1717839000000,7,2,3,54.68,26.15,19.9,19.1,54,26.15,111,0.3,202
1717839600000,7,2,3,54.68,26.13,19.8,19.1,54,26.13,111,0.3,202
1717840200000,7,2,3,54.68,26.13,19.8,19.1,54,26.13,111,0.3,202
1717840800000,7,2,3,54.68,26.09,19.9,19.1,54,26.09,111,0.3,202
1717841400000,7,2,3,54.67,26.04,19.8,19.1,54,26.04,111,0.3,202
1717842000000,7,2,3,54.68,26.01,19.8,19.1,54,26.01,111,0.3,202
1717842600000,7,2,3,54.69,25.98,19.8,19,54,25.98,111,0.3,202
